"Title","Description","Series","M","Genome","SourceType","SourceUrl","SourceFile","SourceVersion","Species","TaxonomyId","Coordinate_1_based","DataProvider","TestStatistic","EffectSize","NullProportion","InformativeCovariate","RDataClass","DispatchClass","BiocVersion","Maintainer","RDataPath"
"mouse-benchmark-mast-mean","Case study: differential expression using the method MAST on single mouse cells upon NF-kappa-beta activation.","scRNA-seq",13777,"GRCm38","RData","http://imlspenticton.uzh.ch/robinson_lab/conquer/data-mae/GSE94383.rds",NA,"1","Mus musculus",10090,NA,"Conquer database","Chi-squared",NA,NA,"Mean of counts","SummarizedBenchmark","Rds",3.1,"Keegan Korthauer <kdkorthauer@gmail.com>","benchmarkfdrData2019/v1.0.0/scRNA-seq/mouse-benchmark-mast-mean.rds"
"mouse-benchmark-mast-uninf","Case study: differential expression using the method MAST on single mouse cells upon NF-kappa-beta activation.","scRNA-seq",13777,"GRCm38","RData","http://imlspenticton.uzh.ch/robinson_lab/conquer/data-mae/GSE94383.rds",NA,"1","Mus musculus",10090,NA,"Conquer database","Chi-squared",NA,NA,"Uninformative covariate","SummarizedBenchmark","Rds",3.1,"Keegan Korthauer <kdkorthauer@gmail.com>","benchmarkfdrData2019/v1.0.0/scRNA-seq/mouse-benchmark-mast-uninf.rds"
"mouse-benchmark-scdd-det","Case study: differential expression using the method scDD on single mouse cells upon NF-kappa-beta activation.","scRNA-seq",13777,"GRCm38","RData","http://imlspenticton.uzh.ch/robinson_lab/conquer/data-mae/GSE94383.rds",NA,"1","Mus musculus",10090,NA,"Conquer database","Permutation Test",NA,NA,"Detection rate","SummarizedBenchmark","Rds",3.1,"Keegan Korthauer <kdkorthauer@gmail.com>","benchmarkfdrData2019/v1.0.0/scRNA-seq/mouse-benchmark-scdd-det.rds"
"mouse-benchmark-scdd-mean","Case study: differential expression using the method scDD on single mouse cells upon NF-kappa-beta activation.","scRNA-seq",13777,"GRCm38","RData","http://imlspenticton.uzh.ch/robinson_lab/conquer/data-mae/GSE94383.rds",NA,"1","Mus musculus",10090,NA,"Conquer database","Permutation Test",NA,NA,"Mean of counts","SummarizedBenchmark","Rds",3.1,"Keegan Korthauer <kdkorthauer@gmail.com>","benchmarkfdrData2019/v1.0.0/scRNA-seq/mouse-benchmark-scdd-mean.rds"
"mouse-benchmark-scdd-uninf","Case study: differential expression using the method scDD on single mouse cells upon NF-kappa-beta activation.","scRNA-seq",13777,"GRCm38","RData","http://imlspenticton.uzh.ch/robinson_lab/conquer/data-mae/GSE94383.rds",NA,"1","Mus musculus",10090,NA,"Conquer database","Permutation Test",NA,NA,"Uninformative covariate","SummarizedBenchmark","Rds",3.1,"Keegan Korthauer <kdkorthauer@gmail.com>","benchmarkfdrData2019/v1.0.0/scRNA-seq/mouse-benchmark-scdd-uninf.rds"
"mouse-benchmark-wilcox-det","Case study: differential expression using a Wilcox test on single mouse cells upon NF-kappa-beta activation.","scRNA-seq",13777,"GRCm38","RData","http://imlspenticton.uzh.ch/robinson_lab/conquer/data-mae/GSE94383.rds",NA,"1","Mus musculus",10090,NA,"Conquer database","Wilcoxon rank-sum",NA,NA,"Detection rate","SummarizedBenchmark","Rds",3.1,"Keegan Korthauer <kdkorthauer@gmail.com>","benchmarkfdrData2019/v1.0.0/scRNA-seq/mouse-benchmark-wilcox-det.rds"
"mouse-benchmark-wilcox-mean","Case study: differential expression using a Wilcox test on single mouse cells upon NF-kappa-beta activation.","scRNA-seq",13777,"GRCm38","RData","http://imlspenticton.uzh.ch/robinson_lab/conquer/data-mae/GSE94383.rds",NA,"1","Mus musculus",10090,NA,"Conquer database","Wilcoxon rank-sum",NA,NA,"Mean of counts","SummarizedBenchmark","Rds",3.1,"Keegan Korthauer <kdkorthauer@gmail.com>","benchmarkfdrData2019/v1.0.0/scRNA-seq/mouse-benchmark-wilcox-mean.rds"
"mouse-benchmark-wilcox-uninf","Case study: differential expression using a Wilcox test on single mouse cells upon NF-kappa-beta activation.","scRNA-seq",13777,"GRCm38","RData","http://imlspenticton.uzh.ch/robinson_lab/conquer/data-mae/GSE94383.rds",NA,"1","Mus musculus",10090,NA,"Conquer database","Wilcoxon rank-sum",NA,NA,"Uninformative covariate","SummarizedBenchmark","Rds",3.1,"Keegan Korthauer <kdkorthauer@gmail.com>","benchmarkfdrData2019/v1.0.0/scRNA-seq/mouse-benchmark-wilcox-uninf.rds"
"null-benchmark-chisq4","100 replicates of null simulations with chi-squared (4 degrees of freedom) distributed test statistics used in Korthauer, Kimes et al. (2019).","Sim_Null",20000,NA,"Simulated","https://github.com/pkimes/benchmark-fdr/",NA,"b64f15f2bd5bfe70d2ee49921a001929fdd6fcf1",NA,NA,NA,NA,"ChiSq4","none",1,"none","SummarizedBenchmark","Rds",3.1,"Patrick Kimes <patrick.kimes@gmail.com>","benchmarkfdrData2019/v1.0.0/Simulations/null-benchmark-chisq4.rds"
"null-benchmark-gaussian","100 replicates of null simulations with standard Gaussian distributed test statistics used in Korthauer, Kimes et al. (2019).","Sim_Null",20000,NA,"Simulated","https://github.com/pkimes/benchmark-fdr/",NA,"b64f15f2bd5bfe70d2ee49921a001929fdd6fcf1",NA,NA,NA,NA,"Gaussian","none",1,"none","SummarizedBenchmark","Rds",3.1,"Patrick Kimes <patrick.kimes@gmail.com>","benchmarkfdrData2019/v1.0.0/Simulations/null-benchmark-gaussian.rds"
"null-benchmark-t11","100 replicates of null simulations with t (11 degrees of freedom) distributed test statistics used in Korthauer, Kimes et al. (2019).","Sim_Null",20000,NA,"Simulated","https://github.com/pkimes/benchmark-fdr/",NA,"b64f15f2bd5bfe70d2ee49921a001929fdd6fcf1",NA,NA,NA,NA,"t11","none",1,"none","SummarizedBenchmark","Rds",3.1,"Patrick Kimes <patrick.kimes@gmail.com>","benchmarkfdrData2019/v1.0.0/Simulations/null-benchmark-t11.rds"
"null-benchmark-t5","100 replicates of null simulations with t (5 degrees of freedom) distributed test statistics used in Korthauer, Kimes et al. (2019).","Sim_Null",20000,NA,"Simulated","https://github.com/pkimes/benchmark-fdr/",NA,"b64f15f2bd5bfe70d2ee49921a001929fdd6fcf1",NA,NA,NA,NA,"t5","none",1,"none","SummarizedBenchmark","Rds",3.1,"Patrick Kimes <patrick.kimes@gmail.com>","benchmarkfdrData2019/v1.0.0/Simulations/null-benchmark-t5.rds"
"informative-cosine-benchmark-chisq4","100 replicates of simulation with chi-squared (4 degrees of freedom) distributed test statistics with 'cosine' informative and paired uninformative covariates used in Korthauer, Kimes et al. (2019).","Sim_Informative_Cosine",20000,NA,"Simulated","https://github.com/pkimes/benchmark-fdr/",NA,"b64f15f2bd5bfe70d2ee49921a001929fdd6fcf1",NA,NA,NA,NA,"ChiSq4","N(15, 1)",0.9,"Cosine","SummarizedBenchmark","Rds",3.1,"Patrick Kimes <patrick.kimes@gmail.com>","benchmarkfdrData2019/v1.0.0/Simulations/informative-cosine-benchmark-chisq4.rds"
"informative-cosine-benchmark-gaussian","100 replicates of simulation with standard Gaussian distributed test statistics with 'cosine' informative and paired uninformative covariates used in Korthauer, Kimes et al. (2019).","Sim_Informative_Cosine",20000,NA,"Simulated","https://github.com/pkimes/benchmark-fdr/",NA,"b64f15f2bd5bfe70d2ee49921a001929fdd6fcf1",NA,NA,NA,NA,"Gaussian","N(3, 1)",0.9,"Cosine","SummarizedBenchmark","Rds",3.1,"Patrick Kimes <patrick.kimes@gmail.com>","benchmarkfdrData2019/v1.0.0/Simulations/informative-cosine-benchmark-gaussian.rds"
"informative-cosine-benchmark-t11","100 replicates of simulation with t (11 degrees of freedom) distributed test statistics with 'cosine' informative and paired uninformative covariates used in Korthauer, Kimes et al. (2019).","Sim_Informative_Cosine",20000,NA,"Simulated","https://github.com/pkimes/benchmark-fdr/",NA,"b64f15f2bd5bfe70d2ee49921a001929fdd6fcf1",NA,NA,NA,NA,"t11","N(3, 1)",0.9,"Cosine","SummarizedBenchmark","Rds",3.1,"Patrick Kimes <patrick.kimes@gmail.com>","benchmarkfdrData2019/v1.0.0/Simulations/informative-cosine-benchmark-t11.rds"
"informative-cosine-benchmark-t5","100 replicates of simulation with t (5 degrees of freedom) distributed test statistics with 'cosine' informative and paired uninformative covariates used in Korthauer, Kimes et al. (2019).","Sim_Informative_Cosine",20000,NA,"Simulated","https://github.com/pkimes/benchmark-fdr/",NA,"b64f15f2bd5bfe70d2ee49921a001929fdd6fcf1",NA,NA,NA,NA,"t5","N(3, 1)",0.9,"Cosine","SummarizedBenchmark","Rds",3.1,"Patrick Kimes <patrick.kimes@gmail.com>","benchmarkfdrData2019/v1.0.0/Simulations/informative-cosine-benchmark-t5.rds"
"informative-cubic-benchmark-chisq4","100 replicates of simulation with chi-squared (4 degrees of freedom) distributed test statistics with 'cubic' informative and paired uninformative covariates used in Korthauer, Kimes et al. (2019).","Sim_Informative_Cubic",20000,NA,"Simulated","https://github.com/pkimes/benchmark-fdr/",NA,"b64f15f2bd5bfe70d2ee49921a001929fdd6fcf1",NA,NA,NA,NA,"ChiSq4","N(15, 1)",0.9,"Cubic","SummarizedBenchmark","Rds",3.1,"Patrick Kimes <patrick.kimes@gmail.com>","benchmarkfdrData2019/v1.0.0/Simulations/informative-cubic-benchmark-chisq4.rds"
"informative-cubic-benchmark-gaussian","100 replicates of simulation with standard Gaussian distributed test statistics with 'cubic' informative and paired uninformative covariates used in Korthauer, Kimes et al. (2019).","Sim_Informative_Cubic",20000,NA,"Simulated","https://github.com/pkimes/benchmark-fdr/",NA,"b64f15f2bd5bfe70d2ee49921a001929fdd6fcf1",NA,NA,NA,NA,"Gaussian","N(3, 1)",0.9,"Cubic","SummarizedBenchmark","Rds",3.1,"Patrick Kimes <patrick.kimes@gmail.com>","benchmarkfdrData2019/v1.0.0/Simulations/informative-cubic-benchmark-gaussian.rds"
"informative-cubic-benchmark-t11","100 replicates of simulation with t (11 degrees of freedom) distributed test statistics with 'cubic' informative and paired uninformative covariates used in Korthauer, Kimes et al. (2019).","Sim_Informative_Cubic",20000,NA,"Simulated","https://github.com/pkimes/benchmark-fdr/",NA,"b64f15f2bd5bfe70d2ee49921a001929fdd6fcf1",NA,NA,NA,NA,"t11","N(3, 1)",0.9,"Cubic","SummarizedBenchmark","Rds",3.1,"Patrick Kimes <patrick.kimes@gmail.com>","benchmarkfdrData2019/v1.0.0/Simulations/informative-cubic-benchmark-t11.rds"
"informative-cubic-benchmark-t5","100 replicates of simulation with t (5 degrees of freedom) distributed test statistics with 'cubic' informative and paired uninformative covariates used in Korthauer, Kimes et al. (2019).","Sim_Informative_Cubic",20000,NA,"Simulated","https://github.com/pkimes/benchmark-fdr/",NA,"b64f15f2bd5bfe70d2ee49921a001929fdd6fcf1",NA,NA,NA,NA,"t5","N(3, 1)",0.9,"Cubic","SummarizedBenchmark","Rds",3.1,"Patrick Kimes <patrick.kimes@gmail.com>","benchmarkfdrData2019/v1.0.0/Simulations/informative-cubic-benchmark-t5.rds"
"informative-sine-benchmark-chisq4","100 replicates of simulation with chi-squared (4 degrees of freedom) distributed test statistics with 'sine' informative and paired uninformative covariates used in Korthauer, Kimes et al. (2019).","Sim_Informative_Sine",20000,NA,"Simulated","https://github.com/pkimes/benchmark-fdr/",NA,"b64f15f2bd5bfe70d2ee49921a001929fdd6fcf1",NA,NA,NA,NA,"ChiSq4","N(15, 1)",0.9,"Sine","SummarizedBenchmark","Rds",3.1,"Patrick Kimes <patrick.kimes@gmail.com>","benchmarkfdrData2019/v1.0.0/Simulations/informative-sine-benchmark-chisq4.rds"
"informative-sine-benchmark-gaussian","100 replicates of simulation with standard Gaussian distributed test statistics with 'sine' informative and paired uninformative covariates used in Korthauer, Kimes et al. (2019).","Sim_Informative_Sine",20000,NA,"Simulated","https://github.com/pkimes/benchmark-fdr/",NA,"b64f15f2bd5bfe70d2ee49921a001929fdd6fcf1",NA,NA,NA,NA,"Gaussian","N(3, 1)",0.9,"Sine","SummarizedBenchmark","Rds",3.1,"Patrick Kimes <patrick.kimes@gmail.com>","benchmarkfdrData2019/v1.0.0/Simulations/informative-sine-benchmark-gaussian.rds"
"informative-sine-benchmark-t11","100 replicates of simulation with t (11 degrees of freedom) distributed test statistics with 'sine' informative and paired uninformative covariates used in Korthauer, Kimes et al. (2019).","Sim_Informative_Sine",20000,NA,"Simulated","https://github.com/pkimes/benchmark-fdr/",NA,"b64f15f2bd5bfe70d2ee49921a001929fdd6fcf1",NA,NA,NA,NA,"t11","N(3, 1)",0.9,"Sine","SummarizedBenchmark","Rds",3.1,"Patrick Kimes <patrick.kimes@gmail.com>","benchmarkfdrData2019/v1.0.0/Simulations/informative-sine-benchmark-t11.rds"
"informative-sine-benchmark-t5","100 replicates of simulation with t (5 degrees of freedom) distributed test statistics with 'sine' informative and paired uninformative covariates used in Korthauer, Kimes et al. (2019).","Sim_Informative_Sine",20000,NA,"Simulated","https://github.com/pkimes/benchmark-fdr/",NA,"b64f15f2bd5bfe70d2ee49921a001929fdd6fcf1",NA,NA,NA,NA,"t5","N(3, 1)",0.9,"Sine","SummarizedBenchmark","Rds",3.1,"Patrick Kimes <patrick.kimes@gmail.com>","benchmarkfdrData2019/v1.0.0/Simulations/informative-sine-benchmark-t5.rds"
"informative-step-benchmark-chisq4","100 replicates of simulation with chi-squared (4 degrees of freedom) distributed test statistics with 'step' informative and paired uninformative covariates used in Korthauer, Kimes et al. (2019).","Sim_Informative_Step",20000,NA,"Simulated","https://github.com/pkimes/benchmark-fdr/",NA,"b64f15f2bd5bfe70d2ee49921a001929fdd6fcf1",NA,NA,NA,NA,"ChiSq4","N(15, 1)",0.9,"Step","SummarizedBenchmark","Rds",3.1,"Patrick Kimes <patrick.kimes@gmail.com>","benchmarkfdrData2019/v1.0.0/Simulations/informative-step-benchmark-chisq4.rds"
"informative-step-benchmark-gaussian","100 replicates of simulation with standard Gaussian distributed test statistics with 'step' informative and paired uninformative covariates used in Korthauer, Kimes et al. (2019).","Sim_Informative_Step",20000,NA,"Simulated","https://github.com/pkimes/benchmark-fdr/",NA,"b64f15f2bd5bfe70d2ee49921a001929fdd6fcf1",NA,NA,NA,NA,"Gaussian","N(3, 1)",0.9,"Step","SummarizedBenchmark","Rds",3.1,"Patrick Kimes <patrick.kimes@gmail.com>","benchmarkfdrData2019/v1.0.0/Simulations/informative-step-benchmark-gaussian.rds"
"informative-step-benchmark-t11","100 replicates of simulation with t (11 degrees of freedom) distributed test statistics with 'step' informative and paired uninformative covariates used in Korthauer, Kimes et al. (2019).","Sim_Informative_Step",20000,NA,"Simulated","https://github.com/pkimes/benchmark-fdr/",NA,"b64f15f2bd5bfe70d2ee49921a001929fdd6fcf1",NA,NA,NA,NA,"t11","N(3, 1)",0.9,"Step","SummarizedBenchmark","Rds",3.1,"Patrick Kimes <patrick.kimes@gmail.com>","benchmarkfdrData2019/v1.0.0/Simulations/informative-step-benchmark-t11.rds"
"informative-step-benchmark-t5","100 replicates of simulation with t (5 degrees of freedom) distributed test statistics with 'step' informative and paired uninformative covariates used in Korthauer, Kimes et al. (2019).","Sim_Informative_Step",20000,NA,"Simulated","https://github.com/pkimes/benchmark-fdr/",NA,"b64f15f2bd5bfe70d2ee49921a001929fdd6fcf1",NA,NA,NA,NA,"t5","N(3, 1)",0.9,"Step","SummarizedBenchmark","Rds",3.1,"Patrick Kimes <patrick.kimes@gmail.com>","benchmarkfdrData2019/v1.0.0/Simulations/informative-step-benchmark-t5.rds"
"uasettings-benchmark-bimodal","100 replicates of simulation from 'unimodal' series of effect size distributions from Stephens (2016) with 'bimodal' non-null effect size distribution, standard Gaussian distributed test statistics, and 'cubic' informative and paired uninformative covariates used in Korthauer, Kimes et al. (2019).","Sim_Unimodal_Gaussian",20000,NA,"Simulated","https://github.com/pkimes/benchmark-fdr/",NA,"b64f15f2bd5bfe70d2ee49921a001929fdd6fcf1",NA,NA,NA,NA,"Gaussian","Bimodal",0.9,"Cubic","SummarizedBenchmark","Rds",3.1,"Patrick Kimes <patrick.kimes@gmail.com>","benchmarkfdrData2019/v1.0.0/Simulations/uasettings-benchmark-bimodal.rds"
"uasettings-benchmark-flattop","100 replicates of simulation from 'unimodal' series of effect size distributions from Stephens (2016) with 'flat-top' non-null effect size distribution, standard Gaussian distributed test statistics, and 'cubic' informative and paired uninformative covariates used in Korthauer, Kimes et al. (2019).","Sim_Unimodal_Gaussian",20000,NA,"Simulated","https://github.com/pkimes/benchmark-fdr/",NA,"b64f15f2bd5bfe70d2ee49921a001929fdd6fcf1",NA,NA,NA,NA,"Gaussian","Flat-top",0.9,"Cubic","SummarizedBenchmark","Rds",3.1,"Patrick Kimes <patrick.kimes@gmail.com>","benchmarkfdrData2019/v1.0.0/Simulations/uasettings-benchmark-flattop.rds"
"uasettings-benchmark-skew","100 replicates of simulation from 'unimodal' series of effect size distributions from Stephens (2016) with 'skewed' non-null effect size distribution, standard Gaussian distributed test statistics, and 'cubic' informative and paired uninformative covariates used in Korthauer, Kimes et al. (2019).","Sim_Unimodal_Gaussian",20000,NA,"Simulated","https://github.com/pkimes/benchmark-fdr/",NA,"b64f15f2bd5bfe70d2ee49921a001929fdd6fcf1",NA,NA,NA,NA,"Gaussian","Skewed",0.9,"Cubic","SummarizedBenchmark","Rds",3.1,"Patrick Kimes <patrick.kimes@gmail.com>","benchmarkfdrData2019/v1.0.0/Simulations/uasettings-benchmark-skew.rds"
"uasettings-benchmark-spiky","100 replicates of simulation from 'unimodal' series of effect size distributions from Stephens (2016) with 'spiky' non-null effect size distribution, standard Gaussian distributed test statistics, and 'cubic' informative and paired uninformative covariates used in Korthauer, Kimes et al. (2019).","Sim_Unimodal_Gaussian",20000,NA,"Simulated","https://github.com/pkimes/benchmark-fdr/",NA,"b64f15f2bd5bfe70d2ee49921a001929fdd6fcf1",NA,NA,NA,NA,"Gaussian","Spiky",0.9,"Cubic","SummarizedBenchmark","Rds",3.1,"Patrick Kimes <patrick.kimes@gmail.com>","benchmarkfdrData2019/v1.0.0/Simulations/uasettings-benchmark-spiky.rds"
"uasettings-t-benchmark-bimodal","100 replicates of simulation from 'unimodal' series of effect size distributions from Stephens (2016) with 'bimodal' non-null effect size distribution, t (11 degrees of freedom) distributed test statistics, and 'cubic' informative and paired uninformative covariates used in Korthauer, Kimes et al. (2019).","Sim_Unimodal_t11",20000,NA,"Simulated","https://github.com/pkimes/benchmark-fdr/",NA,"b64f15f2bd5bfe70d2ee49921a001929fdd6fcf1",NA,NA,NA,NA,"t11","Bimodal",0.9,"Cubic","SummarizedBenchmark","Rds",3.1,"Patrick Kimes <patrick.kimes@gmail.com>","benchmarkfdrData2019/v1.0.0/Simulations/uasettings-t-benchmark-bimodal.rds"
"uasettings-t-benchmark-flattop","100 replicates of simulation from 'unimodal' series of effect size distributions from Stephens (2016) with 'flat-top' non-null effect size distribution, t (11 degrees of freedom) distributed test statistics, and 'cubic' informative and paired uninformative covariates used in Korthauer, Kimes et al. (2019).","Sim_Unimodal_t11",20000,NA,"Simulated","https://github.com/pkimes/benchmark-fdr/",NA,"b64f15f2bd5bfe70d2ee49921a001929fdd6fcf1",NA,NA,NA,NA,"t11","Flat-top",0.9,"Cubic","SummarizedBenchmark","Rds",3.1,"Patrick Kimes <patrick.kimes@gmail.com>","benchmarkfdrData2019/v1.0.0/Simulations/uasettings-t-benchmark-flattop.rds"
"uasettings-t-benchmark-skew","100 replicates of simulation from 'unimodal' series of effect size distributions from Stephens (2016) with 'skewed' non-null effect size distribution, t (11 degrees of freedom) distributed test statistics, and 'cubic' informative and paired uninformative covariates used in Korthauer, Kimes et al. (2019).","Sim_Unimodal_t11",20000,NA,"Simulated","https://github.com/pkimes/benchmark-fdr/",NA,"b64f15f2bd5bfe70d2ee49921a001929fdd6fcf1",NA,NA,NA,NA,"t11","Skewed",0.9,"Cubic","SummarizedBenchmark","Rds",3.1,"Patrick Kimes <patrick.kimes@gmail.com>","benchmarkfdrData2019/v1.0.0/Simulations/uasettings-t-benchmark-skew.rds"
"uasettings-t-benchmark-spiky","100 replicates of simulation from 'unimodal' series of effect size distributions from Stephens (2016) with 'spiky' non-null effect size distribution, t (11 degrees of freedom) distributed test statistics, and 'cubic' informative and paired uninformative covariates used in Korthauer, Kimes et al. (2019).","Sim_Unimodal_t11",20000,NA,"Simulated","https://github.com/pkimes/benchmark-fdr/",NA,"b64f15f2bd5bfe70d2ee49921a001929fdd6fcf1",NA,NA,NA,NA,"t11","Spiky",0.9,"Cubic","SummarizedBenchmark","Rds",3.1,"Patrick Kimes <patrick.kimes@gmail.com>","benchmarkfdrData2019/v1.0.0/Simulations/uasettings-t-benchmark-spiky.rds"
"uasettings-25-benchmark-bimodal","100 replicates of simulation from 'unimodal' series of effect size distributions from Stephens (2016) with 'bimodal' non-null effect size distribution, standard Gaussian distributed test statistics, 25% non-null tests, and 'cubic' informative and paired uninformative covariates used in Korthauer, Kimes et al. (2019).","Sim_Unimodal_25nonnull",20000,NA,"Simulated","https://github.com/pkimes/benchmark-fdr/",NA,"b64f15f2bd5bfe70d2ee49921a001929fdd6fcf1",NA,NA,NA,NA,"Gaussian","Bimodal",0.75,"Cubic","SummarizedBenchmark","Rds",3.1,"Patrick Kimes <patrick.kimes@gmail.com>","benchmarkfdrData2019/v1.0.0/Simulations/uasettings-25-benchmark-bimodal.rds"
"uasettings-25-benchmark-flattop","100 replicates of simulation from 'unimodal' series of effect size distributions from Stephens (2016) with 'flat-top' non-null effect size distribution, standard Gaussian distributed test statistics, 25% non-null tests, and 'cubic' informative and paired uninformative covariates used in Korthauer, Kimes et al. (2019).","Sim_Unimodal_25nonnull",20000,NA,"Simulated","https://github.com/pkimes/benchmark-fdr/",NA,"b64f15f2bd5bfe70d2ee49921a001929fdd6fcf1",NA,NA,NA,NA,"Gaussian","Flat-top",0.75,"Cubic","SummarizedBenchmark","Rds",3.1,"Patrick Kimes <patrick.kimes@gmail.com>","benchmarkfdrData2019/v1.0.0/Simulations/uasettings-25-benchmark-flattop.rds"
"uasettings-25-benchmark-skew","100 replicates of simulation from 'unimodal' series of effect size distributions from Stephens (2016) with 'skewed' non-null effect size distribution, standard Gaussian distributed test statistics, 25% non-null tests, and 'cubic' informative and paired uninformative covariates used in Korthauer, Kimes et al. (2019).","Sim_Unimodal_25nonnull",20000,NA,"Simulated","https://github.com/pkimes/benchmark-fdr/",NA,"b64f15f2bd5bfe70d2ee49921a001929fdd6fcf1",NA,NA,NA,NA,"Gaussian","Skewed",0.75,"Cubic","SummarizedBenchmark","Rds",3.1,"Patrick Kimes <patrick.kimes@gmail.com>","benchmarkfdrData2019/v1.0.0/Simulations/uasettings-25-benchmark-skew.rds"
"uasettings-25-benchmark-spiky","100 replicates of simulation from 'unimodal' series of effect size distributions from Stephens (2016) with 'spiky' non-null effect size distribution, standard Gaussian distributed test statistics, 25% non-null tests, and 'cubic' informative and paired uninformative covariates used in Korthauer, Kimes et al. (2019).","Sim_Unimodal_25nonnull",20000,NA,"Simulated","https://github.com/pkimes/benchmark-fdr/",NA,"b64f15f2bd5bfe70d2ee49921a001929fdd6fcf1",NA,NA,NA,NA,"Gaussian","Spiky",0.75,"Cubic","SummarizedBenchmark","Rds",3.1,"Patrick Kimes <patrick.kimes@gmail.com>","benchmarkfdrData2019/v1.0.0/Simulations/uasettings-25-benchmark-spiky.rds"
"varyinginfo-discrete-benchmark-level00","100 replicates of simulation varying covariate informativeness with informativeness parameter delta = 0, standard Gaussian distributed test statistics, and informative and paired uninformative covariates used in Korthauer, Kimes et al. (2019). The conditional probability of a test being null is defined by a discrete, non-smooth, function of the informative covariate.","Sim_VaryingInfo_Discrete",20000,NA,"Simulated","https://github.com/pkimes/benchmark-fdr/",NA,"b64f15f2bd5bfe70d2ee49921a001929fdd6fcf1",NA,NA,NA,NA,"Gaussian","N(2, 1)",0.8,"DiscreteInformative00","SummarizedBenchmark","Rds",3.1,"Patrick Kimes <patrick.kimes@gmail.com>","benchmarkfdrData2019/v1.0.0/Simulations/varyinginfo-discrete-benchmark-level00.rds"
"varyinginfo-discrete-benchmark-level20","100 replicates of simulation varying covariate informativeness with informativeness parameter delta = 20, standard Gaussian distributed test statistics, and informative and paired uninformative covariates used in Korthauer, Kimes et al. (2019). The conditional probability of a test being null is defined by a discrete, non-smooth, function of the informative covariate.","Sim_VaryingInfo_Discrete",20000,NA,"Simulated","https://github.com/pkimes/benchmark-fdr/",NA,"b64f15f2bd5bfe70d2ee49921a001929fdd6fcf1",NA,NA,NA,NA,"Gaussian","N(2, 1)",0.8,"DiscreteInformative20","SummarizedBenchmark","Rds",3.1,"Patrick Kimes <patrick.kimes@gmail.com>","benchmarkfdrData2019/v1.0.0/Simulations/varyinginfo-discrete-benchmark-level20.rds"
"varyinginfo-discrete-benchmark-level40","100 replicates of simulation varying covariate informativeness with informativeness parameter delta = 40, standard Gaussian distributed test statistics, and informative and paired uninformative covariates used in Korthauer, Kimes et al. (2019). The conditional probability of a test being null is defined by a discrete, non-smooth, function of the informative covariate.","Sim_VaryingInfo_Discrete",20000,NA,"Simulated","https://github.com/pkimes/benchmark-fdr/",NA,"b64f15f2bd5bfe70d2ee49921a001929fdd6fcf1",NA,NA,NA,NA,"Gaussian","N(2, 1)",0.8,"DiscreteInformative40","SummarizedBenchmark","Rds",3.1,"Patrick Kimes <patrick.kimes@gmail.com>","benchmarkfdrData2019/v1.0.0/Simulations/varyinginfo-discrete-benchmark-level40.rds"
"varyinginfo-discrete-benchmark-level60","100 replicates of simulation varying covariate informativeness with informativeness parameter delta = 60, standard Gaussian distributed test statistics, and informative and paired uninformative covariates used in Korthauer, Kimes et al. (2019). The conditional probability of a test being null is defined by a discrete, non-smooth, function of the informative covariate.","Sim_VaryingInfo_Discrete",20000,NA,"Simulated","https://github.com/pkimes/benchmark-fdr/",NA,"b64f15f2bd5bfe70d2ee49921a001929fdd6fcf1",NA,NA,NA,NA,"Gaussian","N(2, 1)",0.8,"DiscreteInformative60","SummarizedBenchmark","Rds",3.1,"Patrick Kimes <patrick.kimes@gmail.com>","benchmarkfdrData2019/v1.0.0/Simulations/varyinginfo-discrete-benchmark-level60.rds"
"varyinginfo-discrete-benchmark-level80","100 replicates of simulation varying covariate informativeness with informativeness parameter delta = 80, standard Gaussian distributed test statistics, and informative and paired uninformative covariates used in Korthauer, Kimes et al. (2019). The conditional probability of a test being null is defined by a discrete, non-smooth, function of the informative covariate.","Sim_VaryingInfo_Discrete",20000,NA,"Simulated","https://github.com/pkimes/benchmark-fdr/",NA,"b64f15f2bd5bfe70d2ee49921a001929fdd6fcf1",NA,NA,NA,NA,"Gaussian","N(2, 1)",0.8,"DiscreteInformative80","SummarizedBenchmark","Rds",3.1,"Patrick Kimes <patrick.kimes@gmail.com>","benchmarkfdrData2019/v1.0.0/Simulations/varyinginfo-discrete-benchmark-level80.rds"
"varyinginfo-discrete-benchmark-level100","100 replicates of simulation varying covariate informativeness with informativeness parameter delta = 100, standard Gaussian distributed test statistics, and informative and paired uninformative covariates used in Korthauer, Kimes et al. (2019). The conditional probability of a test being null is defined by a discrete, non-smooth, function of the informative covariate.","Sim_VaryingInfo_Discrete",20000,NA,"Simulated","https://github.com/pkimes/benchmark-fdr/",NA,"b64f15f2bd5bfe70d2ee49921a001929fdd6fcf1",NA,NA,NA,NA,"Gaussian","N(2, 1)",0.8,"DiscreteInformative100","SummarizedBenchmark","Rds",3.1,"Patrick Kimes <patrick.kimes@gmail.com>","benchmarkfdrData2019/v1.0.0/Simulations/varyinginfo-discrete-benchmark-level100.rds"
